id,lat,lon,educational,topics,languages,name,type,parent,parenttype,mo_o,mo_c,tu_o,tu_c,we_o,we_c,th_o,th_c,fr_o,fr_c
274129,52.5053876,13.5528564,"0",,,"casa dei bambini",0,0,0,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
2032,52.49747,13.51174,"1",,,"Erlebniswelt",0,0,0,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
1376,52.4794894,13.4406379,"2|3","0|1|2|3|4|5","0|1|2|3","Mosaik",0,1,1,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00
640,52.5282358,13.6180662,"2",,,"Naseweis",0,0,0,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
2148,52.54892,13.56246,"2",,,"Schwalbennest",0,0,0,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
2010,52.5183049,13.4827176,"2",,,"Sonnengarten",0,0,0,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
627,52.5252217,13.4746268,"4",,,"Spatzennest",0,0,0,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
2060,52.5593051,13.4761485,,,,"Villa Seegarten",0,0,0,06:30,17:30,06:30,17:30,06:30,17:30,06:30,17:30,06:30,17:30
2523,52.62904,13.38272,,"6",,"Waldkindergarten Pankow e.V. - Die Waldläufer",0,2,2,0,0,0,0,0,0,0,0,0,0
452129,52.4894012,13.4548858,,,,"2. Kita Pretty World",0,3,1,0,0,0,0,0,0,0,0,0,0
608229,52.47892,13.51381,"2",,,"ABC Kindergarten",0,4,1,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00
2781,52.49792000000001,13.302,"2",,,"ABC-Kindergarten",0,4,1,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00
686229,52.5118419,13.3881619,,,"1|4","Alegria Kiga",0,5,1,07:30,18:30,07:30,18:30,07:30,18:30,07:30,18:30,07:30,18:30
56,52.52968000000001,13.43022,"5",,,"Am Hain",0,0,0,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
209,52.428169,13.543557,"2",,,"Am Studio 5 / Kitas SüdOst",0,6,0,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
606279,52.6051176,13.4325524,,,,"ASB Hugenottenhofkita Berlin",0,7,1,0,0,0,0,0,0,0,0,0,0
182129,52.4959684,13.4745211,"6|2",,,"Außenstelle FRÖBEL Kindergarten Palmkernzeile",0,8,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
2425,52.4916552,13.404509,"7|2",,,"AWO Europakita",0,9,3,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00
480129,52.5247201,13.3464529,,,,"AWO Kita am Spreebogen",0,9,3,0,0,0,0,0,0,0,0,0,0
1125,52.4029373,13.5098348,"2",,,"AWO Kita Die wilde 13",0,10,3,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
1454,52.59814,13.30593,"2",,,"AWO Kita Freie Scholle",0,10,3,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
1996,52.4851912,13.5340077,"2",,,"AWO Kita Grashüpfer",0,10,3,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00
1109,52.49534999999999,13.43189,"2",,,"AWO Kita Kastanie",0,9,3,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00
1020,52.56924,13.30816,"2",,,"AWO Kita Kinderwelt",0,10,3,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
2424,52.4927395,13.4026517,"7|8|1|2",,,"AWO Kita Löwenzahn",0,9,3,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00
2314,52.5032376,13.3566709,"2","2|3",,"AWO Kita Maulwurf",0,9,3,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,16:30
2736,52.454704,13.6210976,"2",,,"AWO Kita Müggelzwerge",0,10,3,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
552,52.5468238,13.3918514,"2",,,"AWO Kita Rosa Marzipan",0,9,3,06:30,17:30,06:30,17:30,06:30,17:30,06:30,17:30,06:30,17:30
2786,52.4350438,13.4573353,"2",,,"AWO Kita Schatzinsel",0,10,3,06:00,17:30,06:00,17:30,06:00,17:30,06:00,17:30,06:00,17:30
726,52.526222,13.348893,"2","0|1|2|3|4",,"AWO Kita Schmetterling",0,9,3,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,16:00
1219,52.5528215,13.2494302,"9|10|4|2",,,"AWO Kita Schneckenhaus",0,10,3,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
553,52.5543619,13.3659834,"8|10|11|4|2",,,"AWO Kita Sonnenblume",0,9,3,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00
2737,52.4378176,13.556519,"2",,,"AWO Kita Sonnenkinder",0,10,3,06:00,17:30,06:00,17:30,06:00,17:30,06:00,17:30,06:00,17:30
2735,52.47511,13.47483,"9|4|1|2",,,"AWO Kita Spatzennest",0,10,3,06:00,17:30,06:00,17:30,06:00,17:30,06:00,17:30,06:00,17:30
904,52.5002,13.42242,"8|2",,,"AWO Kita Wassertropfen",0,9,3,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00
337129,52.53339,13.54169,"2","0|2",,"AWO pro:mensch",0,11,3,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
1568,52.53432,13.13592,"2","0|1|2|3|4|6",,"AWO-Kita Feldhäuschen",0,12,3,06:30,17:30,06:30,17:30,06:30,17:30,06:30,17:30,06:30,17:00
557,52.4568009,13.1550512,"2","4",,"AWO-Kita Kladow",0,12,3,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00
537,52.4706761,13.1299749,"2","2",,"AWO-Kita Landstadt Gatow",0,12,3,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
1715,52.5512672,13.1652305,,,,"AWO-Kita Sternschnuppe",0,12,3,06:00,17:30,06:00,17:30,06:00,17:30,06:00,17:30,06:00,16:30
1520,52.55256,13.21009,"10","2|3|4",,"AWO-Kita Wundertüte",0,12,3,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00
2783,52.53154000000001,13.14643,"2",,,"AWO-Kita Zwergenwinkel",0,12,3,06:00,17:30,06:00,17:30,06:00,17:30,06:00,17:30,06:00,17:00
524229,52.5352451,13.4444337,"12","0",,"Bambini-Oase - Casa gialla",0,13,1,06:30,17:30,06:30,17:30,06:30,17:30,06:30,17:30,06:30,17:30
364229,52.5262025,13.3681369,"13|0|12|2|3","0|1|2|3|4|6|5","1","BCS Kindergarten Preschool",0,14,1,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00
1097,52.5478767,13.4220132,"13|2","2|3","1","Berlin Kids international Kita",0,15,1,06:30,17:30,06:30,17:30,06:30,17:30,06:30,17:30,06:30,17:30
2986,52.5221879,13.4093313,"3",,"1","Berlin Metropolitan School",1,16,1,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00
519229,52.4539686,13.5681187,,,,"Bewegte Kita",0,17,1,0,0,0,0,0,0,0,0,0,0
205129,52.4693999,13.3307791,"0",,"1","Bilinguales Montessori-Kinderhaus Friedenau",0,18,1,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00
672279,52.4609452,13.528007,,,,"BIP Kreativitätskita Treskow-Höfe",0,19,1,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00
594,52.53776999999999,13.61764,"2|3","0|1|2|4|6",,"BOOT-Kita Am Kirschbaum",0,20,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
1028,52.50105,13.33815,"2","2",,"BOOT-Kita Augsburg",0,20,1,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00
181,52.51345999999999,13.4362,"2","2",,"BOOT-Kita Farbenland",0,20,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
611,52.42935629999999,13.3818555,"2","2|4",,"BOOT-Kita Fritz-Werner",0,20,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
2265,52.53654,13.58905,"2","2",,"BOOT-Kita Haus Lach und Krach",0,20,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
1874,52.480714,13.3614014,"2",,,"BOOT-Kita Sonneninsel",0,20,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
636,52.51644,13.58041,"2","2",,"BOOT-Kita Spatzenhaus",0,20,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
612,52.3972,13.41666,,,,"BOOT-Kita Traumburg",0,20,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
463,52.59067,13.36592,"2","0|1|2|4|6",,"BOOT-Kita Uhlandzwerge",0,20,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
2239,52.5415034,13.5856711,"2","0|1|2|4|6|5",,"BOOT-Kita Wummelbude",0,20,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
690,52.4480476,13.4519726,"14",,,"Buckower Spatzen Bewegungskindergarten",0,21,1,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00
461129,52.4397871,13.6032894,"2|3","2|4|6",,"Bude-Kids",2,22,1,07:30,12:30,07:30,12:30,07:30,12:30,07:30,12:30,07:30,12:30
789,52.5726629,13.5757249,"2|3","1|2|4",,"Bunte Kinderwelt",0,23,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
764329,52.4538683,13.3238273,,,,"Cardelinas",0,24,1,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00
444129,52.4789349,13.5289146,"2","0|1|2|3|4","1","Carlis Ponyhof",0,25,1,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30
708229,52.535729,13.4296919,"2","2|3|4","1","Cheburashka - Winsviertel",0,26,1,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00
153129,52.5252446,13.2988103,"2","2","5","Cheburashka-Charlottenburg",0,26,1,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00
242179,52.39399,13.42022,"2","2|3|4","5","Cheburashka-Tempelhof",0,26,1,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00
662229,52.5255561,13.4698914,,,,"Christliche Kita Fischlein",0,27,1,0,0,0,0,0,0,0,0,0,0
100029,52.63024,13.28686,"0","2","1","Christliche Montessori-Kindertagesstätte",0,28,1,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30
128179,52.5070493,13.4950091,"2","4",,"CityKids Berlin",0,29,1,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00
1741,52.5385,13.26719,"2",,,"CJD Kindertagesstätte Stubs und Fridolin",0,30,1,0,0,0,0,0,0,0,0,0,0
454129,52.4047657,13.5255502,"2","1|4",,"CJD Kita an der Milchstraße",0,30,1,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00
709329,52.5486154,13.4162336,,,,"Coworking Toddler Prenzlauer Berg",0,31,1,0,0,0,0,0,0,0,0,0,0
584229,52.5463158,13.5113802,,,"4","das Bildungshaus",0,32,1,0,0,0,0,0,0,0,0,0,0
520229,52.5576,13.20739,"2","0|1|4",,"Das Haus der kleinen Freunde",0,33,1,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00
148129,52.5517268,13.4123013,,,,"Deutsch-chinesische Kita",1,34,2,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00
2984,52.49381,13.32223,,,,"Deutsch-Englischer Kindergarten Lilolei",0,35,1,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00
2937,52.5200749,13.4613529,"3","2","6","Deutsch-Französische Kita ",0,36,1,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00
775,52.55456,13.33526,"2|3","0|1|3|4|6","6","Deutsch-Französische Kita/Kigä City",0,37,0,06:30,17:30,06:30,17:30,06:30,17:30,06:30,17:30,06:30,17:30
628279,52.50843,13.23702,"3","3","1","Dickenskita",0,38,1,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00
417,52.3836975,13.39965,,,,"Die Kindergärtnerei",0,39,2,07:30,17:00,07:30,17:00,07:30,17:00,07:30,15:30,07:30,17:00
1426,52.4795996,13.4229636,"0",,,"Die Kinkies",1,40,2,08:00,16:30,08:00,16:30,08:00,16:30,08:00,16:30,08:00,16:30
1102,52.5492305,13.1575556,,,,"DIE KITA der Ev.-Paul-Gerhard-Kgm.",0,41,4,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30
361129,52.4939534,13.432017,"12|2",,,"Die kleine Welt",1,42,2,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00
742229,52.5875378,13.3345963,,,,"Die kleinen Grünschnäbel II",0,43,1,0,0,0,0,0,0,0,0,0,0
510229,52.528629,13.191369,,,,"Die kleinen Piraten",0,8,1,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00
130129,52.5188773,13.4505032,"15",,"5","Die schlauen Mäuschen",0,44,2,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00
2874,52.53795419999999,13.5664266,"3","0",,"Die Senfkörner",0,45,1,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00
690229,52.517,13.29411,,,,"Die wilden 25",1,46,1,0,0,0,0,0,0,0,0,0,0
2742,52.5106736,13.2411376,"0|2",,,"Die wilden Westender",0,47,2,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00
413129,52.5073952,13.3015288,"3","4",,"Die Zauberflöten - Kita an der Deutschen Oper",0,48,1,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00
773379,52.5699225,13.4942268,,,,"Dracos Drachen Kids",0,49,1,0,0,0,0,0,0,0,0,0,0
1790,52.4736908,13.3352069,"2",,,"EIKITA Felix",1,50,2,08:00,16:30,08:00,16:30,08:00,16:30,08:00,16:30,08:00,16:30
1248,52.48396779999999,13.3402508,"6",,,"Ei-Kita Humpty Dumpty",1,51,2,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00
520,52.51853,13.30759,"2","4|6",,"EiKiTa Pünktchen",1,52,2,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,08:00,15:00
1163,52.4709,13.32789,"2",,,"EKG - Bundesallee 76A",3,53,4,08:00,13:00,08:00,13:00,08:00,13:00,08:00,13:00,08:00,13:00
825,52.43540669999999,13.3456638,,,,"EKG - Gallwitzallee 4",3,54,4,08:00,12:00,08:00,12:00,08:00,12:00,08:00,12:00,08:00,12:00
1051,52.48383,13.27528,,,,"EKG - Grunewald",3,55,4,08:00,13:00,08:00,13:00,08:00,13:00,08:00,13:00,08:00,13:00
1112,52.42251,13.26038,,,,"EKG - Heimat 27",3,56,4,08:30,12:30,08:30,12:30,08:30,12:30,08:30,12:30,08:30,12:30
1052,52.4823072,13.2907862,"9|4",,,"EKG - Hohenzollerndamm 130",3,57,4,08:00,13:00,08:00,13:00,08:00,13:00,08:00,13:00,08:00,13:00
1156,52.5116471,13.1863726,,,,"EKG - Jaczostr. 52",3,58,4,08:00,13:00,08:00,13:00,08:00,13:00,08:00,13:00,08:00,13:00
742,52.45406,13.14486,,,,"EKG - Kladower Damm 369",3,59,4,08:00,13:00,08:00,13:00,08:00,13:00,08:00,13:00,08:00,13:00
743,52.54152,13.26722,,,,"EKG - Schuckertdamm 336-338",3,60,4,08:00,13:00,08:00,13:00,08:00,13:00,08:00,13:00,08:00,13:00
1103,52.5583895,13.1823915,,,,"EKG - Schwanter Weg 3",3,61,4,08:00,13:00,08:00,13:00,08:00,13:00,08:00,13:00,08:00,13:00
928,52.44804,13.12661,,,,"EKT -  Eichhörnchenbande",1,62,2,0,0,0,0,0,0,0,0,0,0
587,52.471815,13.4442401,"3","2",,"EKT -  Kleine Fische",1,63,2,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00
1201,52.42079,13.48757,"2",,,"EKT - Balou",1,64,2,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,17:30
733,52.5423245,13.3594442,"2","2",,"EKT - Eisbär",1,65,2,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30
978,52.4813,13.44414,"2",,,"EKT - Minnie Maus Verein z.Errichtung u.Betreibung v.EKT's e.V.",1,64,2,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,17:30
2290,52.52494,13.39621,,,,"EKT - Pippi Langstrumpf",1,66,2,08:00,16:30,08:00,16:30,08:00,16:30,08:00,16:30,08:00,16:30
1441,52.46964,13.42492,"2",,,"EKT - Pumuckel Verein z.Errichtung u.Betreibung v.EKT's e.V.",1,64,2,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,17:30
243,52.487351,13.3967369,"10",,,"EKT - Wildblume e.V.",1,67,2,07:00,16:00,07:00,16:00,07:00,16:00,07:00,16:00,07:00,16:00
2502,52.4865799,13.3938448,"6|10",,"1","EKT - Wildblume e.V.",1,67,2,07:00,16:00,07:00,16:00,07:00,16:00,07:00,16:00,07:00,16:00
2610,52.5438875,13.4195862,"2",,,"EKT - 10 Vorne",1,68,2,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00
1032,52.4821621,13.4235132,"2",,,"EKT - 1001 Nacht",1,69,1,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00
1251,52.49209519999999,13.3403784,,,,"EKT - Abrakadabra",1,70,2,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00
1610,52.4956904,13.4272009,"2",,,"EKT - Affentanz",1,71,2,08:00,16:30,08:00,16:30,08:00,16:30,08:00,16:30,08:00,16:30
1303,52.46052,13.32045,"2",,,"EKT - Ahörnchen",1,72,2,08:00,16:30,08:00,16:30,08:00,16:30,08:00,16:30,08:00,16:00
870,52.4665311,13.4378469,"2",,,"EKT - Ali Baba u.seine Räuber",1,73,2,0,0,0,0,0,0,0,0,0,0
2548,52.4661582,13.436167,"10",,,"EKT - Ali Baba und seine Räuber",1,73,2,0,0,0,0,0,0,0,0,0,0
334,52.52983,13.33183,,,,"EKT - ALIBABA",1,74,2,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00
381,52.4893279,13.4149059,,,,"EKT - Alles Banane",1,75,2,08:00,16:30,08:00,16:30,08:00,16:30,08:00,16:30,08:00,16:30
2750,52.47143939999999,13.4318021,,,,"EKT - Altenbraker Kinderladen - Altenbraker Str. 10",1,76,2,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00
1137,52.47887,13.34607,,,,"EKT - Amsel",1,77,2,07:00,17:30,07:00,17:30,07:00,17:30,07:00,17:30,07:00,17:30
1255,52.48694,13.34267,,,,"EKT - Amtomokarasachmo",1,78,2,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30
768,52.5821806,13.3887692,"0",,,"EKT - Arbeitsgruppe für Montessori-Pädagogik",1,79,2,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30
924,52.52981,13.31563,,,,"EKT - Arche Moabit",1,80,2,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00
1809,52.4819413,13.3216638,"2",,,"EKT - Arche Noah",1,81,2,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00
803,52.55122009999999,13.3890831,"16","2|6",,"EKT - Auenland",1,82,2,07:30,17:00,07:30,17:00,07:30,17:00,07:30,17:00,07:30,17:00
1533,52.4692851,13.4317012,,,,"EKT - Babbelgamm",1,83,2,0,0,0,0,0,0,0,0,0,0
1247,52.47591260000001,13.3257696,,,,"EKT - Berliner Malbüro",1,84,2,08:00,16:30,08:00,16:30,08:00,16:30,08:00,16:30,08:00,16:30
1312,52.4460049,13.3075956,"12|2","2|4",,"EKT - Blumenladen",1,85,2,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,08:00,15:00
2819,52.53177489999999,13.4311839,,,,"EKT - Bötzowstrolche",1,86,2,0,0,0,0,0,0,0,0,0,0
753,52.48087839999999,13.3628365,"2",,,"EKT - Brei nach Neun",1,87,2,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00
940,52.48211509999999,13.3891911,,,,"EKT - BuDdelKiste",1,88,2,0,0,0,0,0,0,0,0,0,0
1912,52.4944407,13.3670403,,,,"EKT - Bülowstr.",1,89,2,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00
1798,52.4830785,13.3212744,"2",,,"EKT - Chiquitita",1,90,2,07:30,17:00,07:30,17:00,07:30,17:00,07:30,17:00,07:30,17:00
555,52.52402530000001,13.3018842,,"4",,"EKT - CIP City-Initiative f. Eltern- ",1,91,2,07:00,16:30,07:00,16:30,07:00,16:30,07:00,16:30,07:00,16:30
696,52.5026828,13.3615691,"2","3","6","EKT - Cocorico et Co",1,92,2,07:45,17:00,07:45,17:00,07:45,17:00,07:45,17:00,07:45,17:00
1633,52.4874555,13.3936478,,,,"EKT - Combo",1,93,2,0,0,0,0,0,0,0,0,0,0
307129,52.53087,13.42302,,,,"EKT - Der Hummer aus Toronto",1,94,1,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00
840,52.5319081,13.3483383,"10|2",,,"EKT - Der Kick - Initiative im Kiez",1,95,2,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00
932,52.4942135,13.418661,"0","0|1|3|4|6","3","EKT - Der kleine Horrorladen",1,96,2,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30
1504,52.56207999999999,13.36083,,,,"EKT - Die Entdecker (1)",1,97,2,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00
100001,52.56232,13.35771,,,,"EKT - Die Entdecker (2)",1,97,2,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00
578229,52.56232,13.35771,,,,"EKT - Die Entdecker (III)",1,97,2,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00
1507,52.6113691,13.245852,"2","6",,"EKT - Die Igelkinder",1,98,2,07:00,16:30,07:00,16:30,07:00,16:30,07:00,16:30,07:00,16:00
1205,52.55161,13.3612,"2","1|3|4",,"EKT - Die kleinen Chaoten",1,99,2,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30
1812,52.48014999999999,13.32128,,,,"EKT - Die Lauser",1,100,2,0,0,0,0,0,0,0,0,0,0
1913,52.481174,13.3593051,,"2",,"EKT - Die Meckerbeine",1,101,2,08:00,16:30,08:00,16:30,08:00,16:30,08:00,16:30,08:00,16:30
2518,52.5651173,13.3898211,,,,"EKT - Die Ministerne",1,102,2,06:30,16:30,06:30,16:30,06:30,16:30,06:30,16:30,06:30,16:30
2485,52.58759999999999,13.40231,,,,"EKT - Die Pankis",1,103,1,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00
1151,52.49028999999999,13.39149,,,,"EKT - Die Panzerknacker",1,104,2,0,0,0,0,0,0,0,0,0,0
1761,52.52616,13.1803781,,,,"EKT - Die Seeburg",1,105,2,0,0,0,0,0,0,0,0,0,0
941,52.427903,13.4149763,"2","1|4",,"EKT - Dinglhopper",1,106,2,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00
1804,52.4880846,13.3213985,"9|4|2","0|1|3|4|6",,"EKT - Donnerbagger",1,107,2,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30
1559,52.55365,13.36527,,,,"EKT - Doppelpünktchen",1,108,2,08:00,17:00,08:00,16:00,08:00,17:00,08:00,17:00,08:00,17:00
339,52.5473325,13.2050502,,,,"EKT - Dreiecke und Kreise",1,109,2,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30
914,52.50119,13.30247,,,,"EKT - Droysen-Mäuse",1,110,2,07:30,17:00,07:30,17:00,07:30,17:00,07:30,17:00,07:30,16:30
866,52.5176768,13.2943687,,,,"EKT - Drunter und Drüber",1,111,2,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00
2327,52.5319081,13.3483383,"0",,,"EKT - Drunter und Drüber",1,112,2,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00
394,52.50386,13.2626811,,,,"EKT - Eichhörnchen",1,113,2,07:45,16:00,07:45,16:00,07:45,16:00,07:45,16:00,07:45,16:00
655,52.4958389,13.266142,,,,"EKT - Eichkatzweg",1,114,2,0,0,0,0,0,0,0,0,0,0
885,52.48871,13.4269,,,,"EKT - Einstürzende Bauklötze",1,115,2,0,0,0,0,0,0,0,0,0,0
1508,52.64189,13.2967,,,,"EKT - Ententeich",1,116,2,0,0,0,0,0,0,0,0,0,0
124,52.5358994,13.4097539,"2",,,"EKT - Erdnuckel",1,117,2,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00
1588,52.4976709,13.41298,,,,"EKT - Fajam",1,118,2,0,0,0,0,0,0,0,0,0,0
1571,52.4961081,13.3290488,,,,"EKT - Finowkids",1,119,2,08:00,17:30,08:00,17:30,08:00,17:30,08:00,17:30,08:00,17:30
1707,52.50518,13.29927,,,,"EKT - Firlefanz",1,120,2,08:30,16:00,08:30,16:00,08:30,16:00,08:30,16:00,08:30,16:00
412,52.466,13.3198701,"0",,,"EKT - Fliegenpilz",1,121,2,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00
656,52.50492,13.29504,,,,"EKT - Flitzpiepen",1,122,2,0,0,0,0,0,0,0,0,0,0
2373,52.5540854,13.3919163,"0","0|1|3|4|6|5",,"EKT - Flohzirkus Wedding",1,123,2,0,0,0,0,0,0,0,0,0,0
1254,52.4903384,13.3461955,"0",,,"EKT - Frechdachs",1,124,2,0,0,0,0,0,0,0,0,0,0
2316,52.52171999999999,13.33556,"2",,,"EKT - Frecher Spatz",1,125,2,0,0,0,0,0,0,0,0,0,0
341,52.4664133,13.3402156,"2",,,"EKT - Friedenauer Elterninitiative",1,126,2,08:30,16:30,08:30,16:30,08:30,16:30,08:30,16:30,08:30,16:30
993,52.52611,13.31016,"3","3|4",,"EKT - Gesellschaft f.intern.Kultur- u.Bildungsarbeit",1,127,2,07:15,16:15,07:30,17:00,07:30,17:00,07:30,17:00,07:15,17:00
2752,52.52280099999999,13.452673,"17|3","0|1|2|3|4|6","1","EKT - Grüne Wolke",1,128,2,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00
1620,52.48699999999999,13.39129,"2",,,"EKT - Kalle Kirschkern e.V.",1,129,1,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00
