id,lat,lon,educational,topics,languages,name,type,parent,parenttype,mo_o,mo_c,tu_o,tu_c,we_o,we_c,th_o,th_c,fr_o,fr_c
122,52.55274319999999,13.4137927,,,,"Evangelische Kita Arche",0,509,4,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00
2419,52.5027059,13.401651,,,,"Evangelische Kita Arche",0,498,4,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00
2194,52.5536654,13.5035574,,,,"Evangelische Kita Arche Noah",0,498,4,07:00,17:30,07:00,17:30,07:00,17:30,07:00,17:30,07:00,17:30
1783,52.4851564,13.3238016,"2","0|4|7",,"Evangelische Kita Auen",0,496,4,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,16:00
1660,52.5395991,13.2998172,"4","0|1|2|4|7",,"Evangelische Kita Plötzensee",0,510,4,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,16:30
775229,52.59508289999999,13.3542346,,,,"Evangelische Kita Regenbogen",0,498,4,0,0,0,0,0,0,0,0,0,0
393129,52.5070391,13.3283954,,,,"Evangelische Kita St. Ursula",0,498,4,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00
123,52.53476,13.42673,,,,"Evangelische Kita Winsstraße",0,509,4,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00
404,52.419446,13.2758871,"2",,,"Evangelische Kita Zur Heimat",0,511,4,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00
2291,52.5522651,13.4593033,,,,"Evangelische Stephanus-Kita",0,509,4,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00
1943,52.3994711,13.5806814,"5",,,"Evangelischer Forscherkindergarten Apfelbäumchen",0,512,4,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00
272129,52.5733,13.4024,"16",,,"Filiale Rudolf-Ditzen-Weg",0,513,1,0,0,0,0,0,0,0,0,0,0
2831,52.53395,13.4062,"10|16",,,"Fliederhof Waldorfkindergarten Berlin-Mitte",1,514,2,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30
1854,52.44654999999999,13.30153,"25",,"1","FlowerKids Kindergarten",0,515,1,07:00,17:30,07:00,17:30,07:00,17:30,07:00,17:30,07:00,17:30
358129,52.54599,13.41073,"24",,,"Folli Folletti",1,516,2,08:15,17:15,08:15,17:15,08:15,17:15,08:15,17:15,08:15,17:15
106129,52.5480801,13.42292,"2",,,"Freche Fledermäuse",0,517,1,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00
556229,52.5545209,13.4097092,"2|3","1|3|4|6",,"Freude Kindergarten",0,518,1,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30
675229,52.4609452,13.528007,"2|3","1|3|4|6",,"freude Kita Niederschöneweide",0,518,1,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30
770229,52.4609452,13.528007,"2","1|3|4|6",,"FREUDE Kita Niederschöneweide 2",0,518,1,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30
661229,52.52931,13.41319,,,,"Fröbel Kindergarten",0,8,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
522,52.5123443,13.4055432,"12",,,"FRÖBEL Kindergarten Schatzinsel",0,8,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
19,52.52346,13.42097,"6|2",,,"FRÖBEL Kindergarten Traumzauberbaum",0,8,1,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00
810,52.5149449,13.4723379,"6",,,"FRÖBEL Kindergarten Am Ring",0,8,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
1280,52.4429743,13.3134234,"6",,,"FRÖBEL Kindergarten Augustastrolche",0,8,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
294129,52.434901,13.534136,,,,"FRÖBEL Kindergarten Campus Kids",0,8,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
3,52.53532,13.39919,"24|12",,,"FRÖBEL Kindergarten Casa Fantasia",0,8,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
158,52.520298,13.4301531,"9|6|4|2",,,"FRÖBEL Kindergarten FRÖBELSPATZEN",0,8,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
1229,52.49425,13.45918,"6|2",,,"FRÖBEL Kindergarten Heureka",0,8,1,06:30,17:30,06:30,17:30,06:30,17:30,06:30,17:30,06:30,17:30
303129,52.46541999999999,13.47347,"6",,,"FRÖBEL Kindergarten Highdechsen",0,8,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
766229,52.5028689,13.4367203,,,,"FRÖBEL Kindergarten kaleidoscope",0,8,1,0,0,0,0,0,0,0,0,0,0
808,52.51926,13.44391,"6|2",,,"FRÖBEL Kindergarten Kleine Füße-Naseweis",0,8,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
275129,52.52858,13.39022,"6|4",,,"FRÖBEL Kindergarten Mittendrin",0,8,1,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00
1206,52.4948744,13.4735612,"6|2",,,"FRÖBEL Kindergarten Palmkernzeile",0,8,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
226129,52.53297689999999,13.2734747,"6|12",,,"FRÖBEL Kindergarten Siemens Technopark",0,8,1,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00
2997,52.50192,13.36945,"6|12",,,"FRÖBEL Kindergarten Stepping Stones",0,8,1,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00
227,52.4934989,13.458632,"6|4",,,"FRÖBEL Kindergarten Wirbelwind",0,8,1,06:30,18:00,06:30,18:00,06:30,18:00,06:30,18:00,06:30,18:00
1281,52.4411395,13.3169633,"6|2",,,"FRÖBEL Kindergarten Zwergenwiese",0,8,1,06:45,17:15,06:45,17:15,06:45,17:15,06:45,17:15,06:45,17:15
224,52.4530406,13.5052261,"9|6|8|4",,,"FRÖBEL Kindergarten-im-Grünen",0,8,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
801229,52.5564034,13.5639941,,,,"Gemeinschaftsunterkunft Blumberger Damm (Sprachförderung)",0,519,1,0,0,0,0,0,0,0,0,0,0
537279,52.56443,13.21473,,"0|2",,"Gerda und Rolf Schopf Kindertagesstätte",0,30,1,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00
944,52.5522157,13.3569141,,,,"Groni-Weddinger Kinder- u.Jugendzentrum",1,520,2,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00
958,52.55016029999999,13.3605515,,,,"Groni-Weddinger Kinder- u.Jugendzentrum",1,520,2,07:00,17:30,07:00,17:30,07:00,17:30,07:00,17:30,07:00,17:30
964,52.5505686,13.3556495,,,,"Groni-Weddinger Kinder- u.Jugendzentrum",1,520,2,07:00,17:30,07:00,17:30,07:00,17:30,07:00,17:30,07:00,17:30
732,52.54995,13.35998,,,,"Groni-Weddinger Kinder- u.Jugendzentrum - Malplaquet 37",1,520,2,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00
228129,52.4668523,13.3192462,,,,"Happy Kids Kreuznacher Straße",0,521,1,0,0,0,0,0,0,0,0,0,0
1888,52.4693894,13.3253773,,,,"Heilsarmee Kita Volltreffer",0,522,1,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,16:00
548229,52.5150126,13.2882446,,,,"Heinrich-Zille-Kita",0,523,1,0,0,0,0,0,0,0,0,0,0
2374,52.5413995,13.3537974,"2","1|2|3|4|6","6|2|4|3","Hinterhof-Tiger",1,524,2,07:30,17:00,07:30,17:00,07:30,17:00,07:30,17:00,07:30,17:00
652229,52.38629,13.41139,,,,"Hisa Kita Kirchhainer Damm",0,525,1,0,0,0,0,0,0,0,0,0,0
433,52.4383683,13.5476276,"17","2",,"Humanistische Kita Adlershofer Marktspatzen",0,526,1,06:00,17:30,06:00,17:30,06:00,17:30,06:00,17:30,06:00,17:30
430,52.4481609,13.5102755,"12","2",,"Humanistische Kita Am Park",0,526,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
209129,52.5019332,13.4554471,"17","2",,"Humanistische Kita Bahrfeldtstraße",0,526,1,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,17:00
1372,52.4766,13.43608,,,,"Humanistische Kita Bornsdorfer Straße",0,526,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
445,52.45199,13.54086,,"2",,"Humanistische Kita Dreikäsehoch",0,526,1,06:00,17:30,06:00,17:30,06:00,17:30,06:00,17:30,06:00,17:30
1878,52.4725084,13.340393,,"2",,"Humanistische Kita Friedenauer Strolche",0,526,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,17:00
2512,52.4018769,13.5685317,,"2",,"Humanistische Kita Gartenstadtfrösche",0,526,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,17:30
1455,52.5582844,13.3098386,"2","2",,"Humanistische Kita General-Woyna-Straße",0,526,1,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00
162,52.5118758,13.4737513,,"2|4|5",,"Humanistische Kita Hopsekäse",0,526,1,07:00,17:30,07:00,17:30,07:00,17:30,07:00,17:30,07:00,17:30
2249,52.5404207,13.5918452,"2","2|6",,"Humanistische Kita Kastanienallee",0,526,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
2144,52.56909,13.56142,"2",,,"Humanistische Kita Knirpsenstadt am Glitzerbach",0,526,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
2789,52.4229844,13.4495867,"2","2",,"Humanistische Kita Landreiterweg",0,526,1,06:00,17:30,06:00,17:30,06:00,17:30,06:00,17:30,06:00,17:30
2720,52.41076,13.30802,"12|2","1",,"Humanistische Kita Lichterfelder Sonnengarten",0,526,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
2790,52.4170877,13.4293036,,,,"Humanistische Kita Mäusevilla",0,526,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
111,52.5433958,13.4413606,"2","3",,"Humanistische Kita Mühlengeister",0,526,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
1728,52.52276,13.15683,"2","2",,"Humanistische Kita Pillnitzer Weg",0,526,1,06:00,17:30,06:00,17:30,06:00,17:30,06:00,17:30,06:00,17:30
109,52.549067,13.4209797,"2","2",,"Humanistische Kita Prenzlzwerge",0,526,1,06:30,18:00,06:30,18:00,06:30,18:00,06:30,18:00,06:30,18:00
1945,52.4405229,13.603633,,"2",,"Humanistische Kita Rappelkiste",0,526,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
1734,52.55243,13.16454,"2",,,"Humanistische Kita Wasserwerkstraße",0,526,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
2084,52.5917165,13.3835886,,"2",,"Humanistische Kita Wirbelwind",0,526,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
2289,52.5284775,13.6168698,"2",,,"Humanistische Kita Zum Hasenhügel",0,526,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
2162,52.5469,13.54854,"2","2",,"Humanistisches Familienhaus Felix",0,526,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
270,52.47714810000001,13.45293,"2",,,"IB-Kita, Internationaler Bund",0,527,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
1880,52.470821,13.3468102,"2",,,"IB-Kita, Internationaler Bund",0,527,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
1960,52.46727,13.50693,"2",,,"IB-Kita, Internationaler Bund",0,527,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
1965,52.44323,13.56241,"2",,,"IB-Kita, Internationaler Bund",0,527,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
1983,52.46753,13.50705,"2",,,"IB-Kita, Internationaler Bund",0,527,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
2085,52.62668000000001,13.49225,"2",,,"IB-Kita, Internationaler Bund",0,527,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
2105,52.58026,13.42754,"2",,,"IB-Kita, Internationaler Bund",0,527,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
2928,52.4265896,13.4556374,"2",,,"IB-Kita, Internationaler Bund",0,527,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
685229,52.54951029999999,13.1532242,,"3|6",,"Immanuel-Kita",0,528,1,0,0,0,0,0,0,0,0,0,0
2396,52.5002428,13.4169824,"2",,,"INA.KINDER.Garten",0,529,1,07:00,17:30,07:00,17:30,07:00,17:30,07:00,17:30,07:00,17:30
2057,52.5549617,13.4715724,"10",,,"Integrationskindergarten EigenSinn/Kigä NordOst",0,0,0,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
1210,52.62171679999999,13.4876542,"2",,,"Integrationskindergarten Pfannschmidtstr. 70/Kigä NordOst",0,0,0,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
2557,52.49066699999999,13.3923845,"13|2",,,"Integrationskinderladen Fidicinis",1,530,2,08:30,16:30,08:30,16:30,08:30,16:30,08:30,16:30,08:30,16:00
2771,52.44387,13.59074,"10","2",,"IntegrationsKITA Hand in Hand",0,531,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
807,52.54653,13.40684,,,,"Integrationskita Prenzl.Berg Pustekuchen",1,532,2,0,0,0,0,0,0,0,0,0,0
2779,52.5593051,13.4761485,"2|3","0|1|2|4|6",,"Integrationskita Raupe Nimmersatt",0,533,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
632,52.55734,13.42387,"2",,,"Integrationskita Schneckenhaus/Kigä NordOst",0,0,0,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
170129,52.5360753,13.4182781,"2|3","2|4|6",,"Integrierter Waldkindergarten",0,316,2,08:00,17:00,08:00,17:00,08:00,16:00,08:00,17:00,08:00,17:00
348129,52.45846,13.30861,,,,"Intensiv-Frühfördergruppe",0,534,1,08:00,15:00,08:00,15:00,08:00,15:00,08:00,15:00,08:00,15:00
1228,52.49632,13.30639,"3","3","1","Internationaler Kindergarten",0,535,1,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,16:00
429229,52.5246132,13.3089965,"9|11","3","1|5","Internationaler Kindergarten Multi Lingua",0,536,1,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00
439129,52.5137569,13.2652343,"6",,,"Internationaler Kindergarten Sara",0,537,1,0,0,0,0,0,0,0,0,0,0
745279,52.5296336,13.138672,,,,"Jona's Haus (nur Sprachförderung)",0,538,1,0,0,0,0,0,0,0,0,0,0
2674,52.5212611,13.2870698,"10|2",,,"Jüdischer Kindergarten Gan Israel",0,539,1,0,0,0,0,0,0,0,0,0,0
763229,52.4985969,13.3783562,,,,"Jump Bilingual Kindergarten",0,540,1,0,0,0,0,0,0,0,0,0,0
773229,52.51236,13.38228,,,,"Jump Bilingual Kindergarten",0,540,1,0,0,0,0,0,0,0,0,0,0
356129,52.5019332,13.4554471,,,,"Junior 1",0,541,1,07:30,17:30,07:30,17:30,07:30,17:30,07:30,17:30,07:30,17:30
588429,52.5707979,13.399018,"0|2","0",,"Junior 1 Kita am Bürgerpark",0,542,1,07:30,17:30,07:30,17:30,07:30,17:30,07:30,17:30,07:30,17:30
549279,52.51214,13.45107,,,,"Junior 1 Kita Grünbergerhof",0,543,1,0,0,0,0,0,0,0,0,0,0
253129,52.4969601,13.2979386,"2","0|1|2|3|4|6|5","1|6","KangarooGarden - Internationaler Kindergarten",0,544,1,07:30,17:30,07:30,17:30,07:30,17:30,07:30,17:30,07:30,17:30
821,52.4693894,13.3253773,,,,"Kant-Kindergarten Bundesallee 186/187",0,545,1,06:30,17:30,06:30,17:30,06:30,17:30,06:30,17:30,06:30,17:30
948,52.459473,13.3140371,,,,"Kant-Kindergarten Grunewaldstraße 17",0,545,1,06:30,17:30,06:30,17:30,06:30,17:30,06:30,17:30,06:30,17:30
2760,52.45905920000001,13.3295938,,,,"Kant-Kindergarten Körnerstraße 11",0,545,1,06:30,17:30,06:30,17:30,06:30,17:30,06:30,17:30,06:30,17:30
2448,52.4702472,13.2928956,,,,"Kant-Kindergarten Lentzeallee 8 - 14",0,545,1,07:30,17:00,07:30,17:00,07:30,17:00,07:30,17:00,07:30,16:30
1295,52.4573804,13.3117765,,,,"Kath. Kindertagesstätte der Rosenkranz-Basilika",0,546,5,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00
117,52.5500515,13.4070534,"26",,,"Kath. Kita St. Augustinus/Kath.Kirchengem. Heilige Familie",0,547,5,06:30,17:00,06:30,17:00,06:30,17:00,06:30,17:00,06:30,17:00
1780,52.4841483,13.281213,,,,"Kath. Kita St. Karl Borromäus",0,548,5,0,0,0,0,0,0,0,0,0,0
665,52.4532523,13.2885484,"2",,,"Kath.Kindertagesstätte St. Josefshaus",0,549,5,06:30,17:30,06:30,17:30,06:30,17:30,06:30,17:30,06:30,17:30
1494,52.5977679,13.3507513,"2",,,"Katholische Kindertagesstätte St. Martin",0,550,1,06:30,18:00,06:30,18:00,06:30,18:00,06:30,18:00,06:30,18:00
1009,52.50302,13.37012,,,,"KiBiLuga",0,551,1,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00
1240,52.48778540000001,13.3749708,"11|2","3|4",,"Kick Kinder- und Schülerladen",0,552,1,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00
100061,52.44951,13.25493,"2","1",,"Kiddies Daycare",0,553,1,07:30,17:30,07:30,17:30,07:30,17:30,07:30,17:30,07:30,17:30
214129,52.4500677,13.2579937,"2","3",,"Kiddies Dayschool",0,553,1,07:30,17:30,07:30,17:30,07:30,17:30,07:30,17:30,07:30,17:30
284129,52.4496289,13.2687246,"2",,"1","Kiddies International",0,553,1,07:30,17:30,07:30,17:30,07:30,17:30,07:30,17:30,07:30,17:30
256129,52.45545,13.34986,,,,"KidsKlubKita",0,554,1,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00
676229,52.427903,13.4149763,,,"1","Kids-R-Kids Kita",0,555,1,0,0,0,0,0,0,0,0,0,0
546379,52.4918258,13.4139888,,,,"Kiezpiraten Spiel- und Lernwerkstatt",0,556,1,0,0,0,0,0,0,0,0,0,0
2022,52.48116,13.52024,,,,"Kiga Morgensonne",0,557,4,06:30,17:00,06:30,17:00,06:30,17:00,06:30,17:00,06:30,17:00
436179,52.5093673,13.4727213,"10","0|2|3|4|6",,"Kila Friedrichsklain",0,558,1,07:00,17:30,07:00,17:30,07:00,17:30,07:00,17:30,07:00,17:00
573329,52.5219,13.33415,,,,"KiLa Jagowspatzen",0,125,2,0,0,0,0,0,0,0,0,0,0
332129,52.5102191,13.4624762,"9|4|2",,,"KiLa PeTiTaTu",0,125,2,0,0,0,0,0,0,0,0,0,0
579279,52.5669298,13.3967164,"12",,,"Kila PiWi",0,559,1,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00
220129,52.5178662,13.4625873,"2",,,"KiLa Rumpelbande",1,560,1,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,16:00
353129,52.5044665,13.4349833,"2","2|4",,"Kila Spreepferdchen",0,561,1,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00
1606,52.50053,13.42945,,,,"Kinder aus Kreuzberg",0,562,1,0,0,0,0,0,0,0,0,0,0
2914,52.44626,13.44239,"14",,,"Kinder in Bewegung",0,21,1,06:00,17:30,06:00,17:30,06:00,17:30,06:00,17:30,06:00,17:30
744229,52.4456843,13.3155123,,,,"Kinder in Lichterfelde",0,563,1,0,0,0,0,0,0,0,0,0,0
410229,52.502066,13.5094141,"10","2",,"Kinder- und Familienzentrum KIKIFLO",0,564,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
1242,52.49486,13.35021,,,,"Kinder- und Schülerladen Manno",1,565,2,07:00,17:30,07:00,17:30,07:00,17:30,07:00,17:30,07:00,17:30
295,52.53055,13.3305,,,,"Kinder- und Schülerladen Olle Burg",0,566,1,0,0,0,0,0,0,0,0,0,0
585,52.45173,13.45104,,,,"Kinder- und Schülerladen Purzelbaum Britz",1,567,2,0,0,0,0,0,0,0,0,0,0
905,52.4458855,13.2708771,"2",,,"Kinderbetreuung Lützelsteiner Weg",0,568,1,07:45,16:45,07:45,16:45,07:45,16:45,07:45,16:45,07:45,16:45
2235,52.5017692,13.6092023,"5",,,"Kindergarten Zu den Seen",0,0,0,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
132129,52.48392,13.44251,"16",,,"Kindergarten Ackerwinde",1,569,2,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30
326129,52.5767012,13.4183439,"12",,,"Kindergarten Affenbande",0,570,1,07:00,17:30,07:00,17:30,07:00,17:30,07:00,17:30,07:00,17:30
2822,52.51098330000001,13.379834,"3",,"1|4","Kindergarten Alegria",0,5,1,07:30,18:30,07:30,18:30,07:30,18:30,07:30,18:30,07:30,18:30
2569,52.51177,13.38713,"3",,"1|4","Kindergarten Alegria Jardin infantil",0,5,1,07:30,18:30,07:30,18:30,07:30,18:30,07:30,18:30,07:30,18:30
67,52.54105,13.40786,"2",,,"Kindergarten am Hirschhof",0,571,1,06:30,18:00,06:30,18:00,06:30,18:00,06:30,18:00,06:30,18:00
436129,52.5203623,13.3016794,,,,"Kindergarten am Schloß Charlottenburg",1,142,2,0,0,0,0,0,0,0,0,0,0
785229,52.5262025,13.3681369,,,,"Kindergarten An der Charité",0,8,1,0,0,0,0,0,0,0,0,0,0
2698,52.54537939999999,13.4208419,"0","0",,"Kindergarten Aramsamsam",1,572,1,07:30,17:00,07:30,17:00,07:30,17:00,07:30,17:00,07:30,16:30
440179,52.54775799999999,13.4038948,"0","0",,"Kindergarten Aramsamsam 2",1,572,1,07:30,17:00,07:30,17:00,07:30,17:00,07:30,17:00,07:30,16:30
484179,52.5527433,13.4105174,,,,"Kindergarten Brüderchen & Schwesterchen",0,523,1,0,0,0,0,0,0,0,0,0,0
2287,52.45167,13.54102,,,,"Kindergarten der Freien Waldorfschule Berlin-Südost",0,573,1,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30
729229,52.48778540000001,13.3749708,,,,"Kindergarten der Johannes-Schule Berlin",0,574,1,0,0,0,0,0,0,0,0,0,0
2891,52.4597005,13.2745114,"16",,,"Kindergarten der Rudolf-Steiner-Schule",1,575,2,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30
2609,52.506147,13.2482343,,"0|4","1","Kindergarten der Schele-Schule",0,576,1,07:45,17:00,07:45,17:00,07:45,17:00,07:45,17:00,07:45,17:00
108129,52.5019332,13.4554471,"12",,,"Kindergarten Friedrichshainer Pünktchen",1,570,1,07:30,17:30,07:30,17:30,07:30,17:30,07:30,17:30,07:30,17:30
2915,52.4221164,13.4049232,"14",,,"Kindergarten Grashüpfer",0,21,1,06:00,17:30,06:00,17:30,06:00,17:30,06:00,17:30,06:00,17:30
472179,52.61130000000001,13.31789,,,,"Kindergarten Jorinde & Joringel",0,523,1,0,0,0,0,0,0,0,0,0,0
2777,52.5600763,13.4158557,"2|3","4",,"Kindergarten Junges Gemüse",1,577,2,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00
87,52.5305551,13.4317596,"2","2",,"Kindergarten Käthe",0,571,1,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00
2528,52.4571605,13.3822365,"2","2",,"Kindergarten Krabbelkäfer",0,578,1,07:30,17:00,07:30,17:00,07:30,17:00,07:30,17:00,07:30,17:00
408229,52.5109108,13.4715369,"18|0","3","4","Kindergarten La Sonrisa",0,579,1,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,16:00
535229,52.51795,13.45449,,,"4","Kindergarten La Sonrisa",0,579,1,08:00,16:30,08:00,16:30,08:00,16:30,08:00,16:30,08:00,16:30
2668,52.49036,13.33341,"2",,,"Kindergarten Lila Prinzregent",0,580,1,07:00,16:00,07:00,16:00,07:00,16:00,07:00,16:00,07:00,16:00
2538,52.616725,13.3145464,,,,"Kindergarten Mini-Kids mit Grips",0,581,1,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30
1359,52.39933,13.41694,"2","0",,"Kindergarten Muna",1,578,1,07:30,17:00,07:30,17:00,07:30,17:00,07:30,17:00,07:30,17:00
321129,52.4889717,13.3491668,,,,"Kindergarten Purzelbaum",0,570,1,06:30,17:30,06:30,17:30,06:30,17:30,06:30,17:30,06:30,17:30
329129,52.53152050000001,13.4629676,"2","4",,"Kindergarten Rappelkiste",0,582,1,07:00,17:30,07:00,17:30,07:00,17:30,07:00,17:30,07:00,17:30
421129,52.5824156,13.4109278,"12",,,"Kindergarten Rehkidz",0,570,1,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00
2354,52.5475798,13.3617023,"3","3|4",,"Kindergarten Ruheplatz 13",0,37,0,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00
2792,52.4275753,13.488207,"14",,,"Kindergarten Sausewind",0,21,1,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
441229,52.52337,13.3537121,"2","3","0|3","Kindergarten Schatztruhe",0,583,1,0,0,0,0,0,0,0,0,0,0
155129,52.48034,13.32203,"2",,,"Kindergarten Schlumpfenland 2",0,584,2,0,0,0,0,0,0,0,0,0,0
455129,52.5396069,13.2690219,,,,"Kindergarten Schlumpfenland 3",0,584,2,07:30,17:00,07:30,17:00,07:30,17:00,07:30,17:00,07:30,17:00
1023,52.5002574,13.3149401,"2",,,"Kindergarten Schlumpfenland e.V.",1,584,2,0,0,0,0,0,0,0,0,0,0
370,52.5408256,13.4458319,"2",,,"Kindergarten Sonnenblume/Kigä NordOst",0,0,0,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
368129,52.5057506,13.4776834,"13|16",,,"Kindergarten Sonnenbogen",1,585,1,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30,07:30,16:30
86,52.53573,13.43909,"8|1|2",,,"Kindergarten Sonnenhügel",0,571,1,06:30,18:00,06:30,18:00,06:30,18:00,06:30,18:00,06:30,18:00
207129,52.45367,13.62456,"2",,,"Kindergarten Unser Haus",1,586,1,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00
408129,52.6362698,13.4897085,,,,"Kindergarten Waldkind",0,587,1,0,0,0,0,0,0,0,0,0,0
